mode,selector_type,selector,n_folds,mean_return_pct,median_return_pct,min_return_pct,std_return_pct,positive_folds,total_trades,mean_trades,mean_precision,mean_recall,mean_auc,mean_drawdown,worst_drawdown,mean_sharpe_bt,sharpe_fold,psr_gt_0,dsr,auc_pass_rate,robust_score_psr_dsr
threshold_unfiltered,threshold,0.6000000000000001,9.0,-11.372043411525892,-12.316338410777815,-29.995423196617278,11.711399568210215,0.1111111111111111,149.0,16.555555555555557,0.31921201569116264,0.14284641994090566,0.5200495243287728,-16.240295497092095,-33.07948534506724,,-0.9710234327923128,0.0041666923161832745,1.897000234559108e-20,0.5555555555555556,-27.726362701267085
threshold_unfiltered,threshold,0.6500000000000001,9.0,-9.02552510807724,-6.156651720539253,-32.33835737429708,10.923253184031385,0.1111111111111111,110.0,12.222222222222221,0.34560439606413845,0.10818349645047676,0.5200495243287728,-13.041771678589443,-35.94845236753562,,-0.8262671345265147,0.0008678394870889153,5.938189625001441e-35,0.5555555555555556,-22.69529570673258
threshold_unfiltered,threshold,0.7000000000000002,9.0,-5.410902408030815,-0.9410262025198108,-26.038055969317554,10.408329515903088,0.1111111111111111,79.0,8.777777777777779,0.2916170385783645,0.0814766736988745,0.5200495243287728,-9.457963618497251,-30.300895597339363,,-0.5198627118562487,0.03311863537460226,1.8492840479914253e-25,0.5555555555555556,-14.704552387624453
threshold_unfiltered,threshold,0.7500000000000002,9.0,-4.24227980200639,-0.46303765118041157,-18.593936017678278,8.126441435458721,0.2222222222222222,67.0,7.444444444444445,0.2922650238926472,0.06444979946278138,0.5200495243287728,-8.258420017718432,-25.925739561167426,,-0.5220341321227919,0.03830990642884297,1.2068541186818337e-23,0.5555555555555556,-10.632828733578716
threshold_unfiltered,threshold,0.8000000000000003,9.0,-3.9355494101486204,0.0,-13.866804248358086,6.810715271932247,0.1111111111111111,46.0,5.111111111111111,0.12411462153594524,0.048322367767448866,0.5200495243287728,-6.74474772985832,-20.67873901096453,,-0.5778467096352535,0.029108150553983497,5.481889599250306e-23,0.5555555555555556,-8.824490766891016
threshold_unfiltered_auc_gated,threshold,0.5,9.0,-5.525791512655024,0.0,-31.832284398835846,12.579911607288576,0.1111111111111111,137.0,15.222222222222221,0.19628419454702983,0.12983766085367573,0.5200495243287728,-11.167741377298858,-39.09946630340796,,-0.4392551939278714,0.06296625977280014,1.4463735883350113e-23,0.5555555555555556,-16.28068577241831
threshold_unfiltered_auc_gated,threshold,0.55,9.0,-5.567416125061702,0.0,-29.03081670389667,11.832014472989119,0.1111111111111111,102.0,11.333333333333334,0.19911673556923362,0.09504874764004746,0.5200495243287728,-9.657954287902255,-34.27129030533705,,-0.47053831262388646,0.0687346470689619,4.460135591602599e-20,0.5555555555555556,-15.423432402923003
threshold_unfiltered_auc_gated,threshold,0.6000000000000001,9.0,-3.511632301399949,0.0,-14.473454766118858,6.673395167827997,0.1111111111111111,73.0,8.11111111111111,0.20112100547154743,0.06395627363127615,0.5200495243287728,-6.734986689547191,-19.34713942676578,,-0.5262137507350529,0.0553095831021385,2.5360786156900955e-19,0.5555555555555556,-8.465503396460164
threshold_unfiltered_auc_gated,threshold,0.6500000000000001,9.0,-2.282469356955586,0.0,-11.599355395679334,4.697849445540781,0.1111111111111111,51.0,5.666666666666667,0.258406168143071,0.035558511369078394,0.5200495243287728,-5.403721477619754,-18.263322852164055,,-0.48585408779374906,0.0471302136367611,9.022952960065764e-24,0.5555555555555556,-6.04028791776487
threshold_unfiltered_auc_gated,threshold,0.7000000000000002,9.0,-0.7400770604067399,0.0,-12.132839575900016,5.0710023755070655,0.1111111111111111,29.0,3.2222222222222223,0.20236091069424403,0.015322192457407584,0.5200495243287728,-3.3423074671682835,-12.45279418512415,,-0.14594295281369046,0.32995562747331236,6.055536914707973e-15,0.5555555555555556,-4.158904071089645
threshold_unfiltered_auc_gated,threshold,0.7500000000000002,9.0,-0.397476005751212,0.0,-11.228676065419982,4.508714942986457,0.2222222222222222,17.0,1.8888888888888888,0.22418939085605752,0.0070773345373569135,0.5200495243287728,-2.8862556443233296,-11.50188236624501,,-0.08815727114651743,0.39371037603531417,1.0045805123933969e-14,0.5555555555555556,-3.099958561337719
threshold_unfiltered_auc_gated,threshold,0.8000000000000003,9.0,-0.939771179266764,0.0,-10.60074317651995,4.164772429209632,0.1111111111111111,4.0,0.4444444444444444,0.05314009661835749,0.0015126512651265126,0.5200495243287728,-2.270847512502968,-11.48628270351012,,-0.22564766628680083,0.22847128832479008,1.6876256858235903e-18,0.5555555555555556,-3.9519852818273566
topk_regime_confidence_filtered,top_k_fraction,0.03,9.0,-0.48777192914686274,2.0095614720797133,-11.804221924240096,7.0133839935469755,0.5555555555555556,31.0,3.4444444444444446,0.42797665297665294,0.009291285624870737,0.5200495243287728,-5.283858515916425,-11.95460895463032,,-0.06954872706180959,0.42175643592005,9.228676353503318e-13,0.5555555555555556,-2.232768689599794
topk_regime_confidence_filtered,top_k_fraction,0.05,9.0,-1.4630534365622354,-0.5285845999995672,-12.132824538780005,8.284831615227901,0.3333333333333333,42.0,4.666666666666667,0.44688231019148894,0.01640314936968153,0.5200495243287728,-6.794365248160632,-12.452779202759467,,-0.17659422719866458,0.3143346700060028,6.658937577031608e-13,0.5555555555555556,-5.536423768383325
topk_regime_confidence_filtered,top_k_fraction,0.075,9.0,-1.6737071641978862,-1.3315988374804761,-14.525452035758974,7.969073909585731,0.4444444444444444,48.0,5.333333333333333,0.41653635972143865,0.022743528642609766,0.5200495243287728,-7.187459089640782,-14.802370588166147,,-0.21002530321429702,0.26959841092159414,8.734023435606497e-15,0.5555555555555556,-6.535052358542196
topk_regime_confidence_filtered,top_k_fraction,0.1,9.0,-0.640189062113729,0.6845969774406399,-14.970937964059203,7.891940058919568,0.5555555555555556,65.0,7.222222222222222,0.4195608029812795,0.030691607510750014,0.5200495243287728,-7.876853192218688,-17.277254328601842,,-0.0811193518113685,0.40767455496817184,3.4962103151031937e-13,0.5555555555555556,-4.087149858089599
topk_regime_confidence_filtered,top_k_fraction,0.15,9.0,-0.6457034895402253,2.037865746759883,-13.27768106045944,6.941461871071668,0.5555555555555556,77.0,8.555555555555555,0.4076466745269706,0.044247792021073235,0.5200495243287728,-7.782237200756013,-15.629925087999187,,-0.09302125424489834,0.3922819296169559,8.910372838037142e-14,0.5555555555555556,-2.7858813786977703
